OrderID;Gender;ChannelName;PaymentMethod;YearNumber;MonthNumber;TotalQuantity;AvgDiscount;NumberOfProducts;NumberOfCategories;TotalRevenue
O001507;Female;Web;Card;2025;3;11;0,15;2;1;5394,69
O001508;Unknown;Store;COD;2024;12;16;0,0666666666666667;3;3;5615,34
O001509;Female;Store;Wallet;2023;7;15;0,0625;4;4;4214,03
O001510;Male;Call Center;Cash;2022;8;6;0,15;2;2;286,96
O001511;Female;Marketplace;Card;2023;3;15;0,1;5;4;6578,99
O001512;Male;Marketplace;Cash;2025;4;15;0,075;4;4;7776,21
O001513;Male;Marketplace;Cash;2022;2;17;0,025;4;3;5699,77
O001514;Female;Store;Bank Transfer;2021;11;22;0,09;5;4;6753,76
O001515;Female;Web;Cash;2024;3;20;0,075;4;4;4300,62
O001516;Male;Web;Cash;2022;1;14;0,04;5;4;1669,23
O001517;Male;Call Center;Card;2021;7;10;0,15;2;1;3635,09
O001518;Unknown;Web;Card;2022;1;6;0,1;1;1;879,44
O001519;Female;Store;Cash;2022;10;15;0,075;4;2;6558,25
O001520;Unknown;Mobile App;Bank Transfer;2023;3;22;0,04;5;4;9157,56
O001521;Male;Store;Card;2022;7;22;0,02;5;5;7038,17
O001522;Female;Marketplace;Bank Transfer;2025;10;4;0;1;1;741,52
O001523;Female;Store;Card;2024;6;12;0,2;2;1;2041,53
O001524;Female;Web;Wallet;2025;11;1;0,1;1;1;523,47
O001525;Unknown;Mobile App;Card;2023;8;10;0,0833333333333333;3;3;5551,48
O001526;Female;Call Center;Wallet;2023;5;8;0,025;2;2;2568,98
O001527;Female;Mobile App;COD;2021;1;19;0,08;5;4;8563,24
O001528;Unknown;Mobile App;Cash;2023;12;16;0,04;5;5;6102,61
O001529;Male;Marketplace;Card;2022;11;5;0,15;2;2;224,48
O001530;Female;Call Center;Bank Transfer;2023;5;5;0,1;2;2;1806,75
O001531;Unknown;Marketplace;Cash;2023;8;14;0,1;3;3;4730,6
O001532;Female;Mobile App;Card;2025;10;16;0,05;4;4;3549,42
O001533;Unknown;Call Center;COD;2022;10;13;0,0166666666666667;3;3;2517,67
O001534;Male;Marketplace;COD;2025;12;19;0,1125;4;3;8762,91
O001535;Male;Call Center;COD;2025;7;6;0;2;2;2874,87
O001536;Male;Store;Bank Transfer;2025;9;12;0,075;4;4;5364,97
O001537;Unknown;Mobile App;Cash;2024;9;2;0;1;1;253,86
O001538;Female;Store;Card;2023;8;7;0;2;1;4433,2
O001539;Female;Web;Bank Transfer;2025;9;21;0,02;5;4;8155,07
O001540;Unknown;Mobile App;Card;2023;7;8;0,0666666666666667;3;2;4043,89
O001541;Female;Call Center;Card;2024;12;24;0,09;5;4;7244,27
O001542;Male;Store;Wallet;2021;9;18;0,1;4;3;5448,78
O001543;Male;Mobile App;Wallet;2024;6;12;0,025;2;2;3146,09
O001544;Female;Web;Bank Transfer;2021;10;23;0,08;5;5;9395,48
O001545;Male;Marketplace;Wallet;2024;9;5;0;1;1;3584,75
O001546;Male;Store;Bank Transfer;2024;9;18;0,0833333333333333;3;2;7359,41
O001547;Unknown;Mobile App;Wallet;2025;10;5;0,025;2;2;1645,58
O001548;Female;Web;Wallet;2023;10;13;0,05;4;3;4557,94
O001549;Male;Store;Card;2025;12;10;0,05;3;3;2889,86
O001550;Female;Marketplace;Cash;2023;3;18;0,075;4;4;6711,35
O001551;Male;Call Center;COD;2025;3;18;0,0666666666666667;3;2;9742,96
O001552;Female;Call Center;Cash;2021;8;10;0,12;5;5;2896,1
O001553;Female;Store;Card;2023;3;19;0,04;5;4;10042,9
O001554;Female;Call Center;Bank Transfer;2023;6;10;0,2;2;2;1830,52
O001555;Female;Web;Cash;2021;1;14;0,075;4;3;7010,6
O001556;Female;Marketplace;COD;2024;11;18;0,06;5;4;6170,61
O001557;Male;Web;COD;2025;11;4;0,125;2;2;2101,48
O001558;Female;Call Center;Cash;2022;12;16;0,025;4;4;9551,32
O001559;Male;Store;Wallet;2023;12;7;0,0666666666666667;3;2;2541,74
O001560;Female;Call Center;Wallet;2022;6;13;0,0375;4;3;4643,99
O001561;Unknown;Web;Cash;2024;3;9;0,075;2;2;4080,03
O001562;Male;Store;Wallet;2024;5;16;0,1375;4;3;6822,06
O001563;Female;Marketplace;COD;2024;4;15;0,133333333333333;3;3;4581,24
O001564;Female;Web;Wallet;2023;7;20;0,05;5;4;6275,03
O001565;Male;Marketplace;Bank Transfer;2023;6;17;0,13;5;3;7888,19
O001566;Male;Call Center;Wallet;2023;6;7;0;2;2;1825,41
O001567;Male;Web;COD;2024;3;10;0,05;2;2;2192,42
O001568;Female;Store;Wallet;2023;10;15;0,1;3;2;5457,92
O001569;Male;Marketplace;Cash;2023;7;15;0,05;4;3;5426,34
O001570;Unknown;Store;Card;2021;11;8;0;2;2;3592,31
O001571;Male;Mobile App;Cash;2024;10;10;0,1375;4;4;5021,53
O001572;Unknown;Marketplace;Card;2025;4;15;0,05;5;4;5810,47
O001573;Male;Store;Card;2024;7;17;0,04;5;5;9019,49
O001574;Female;Store;COD;2023;12;17;0,08;5;5;7114,19
O001575;Male;Mobile App;COD;2025;2;3;0,05;2;2;658,38
O001576;Female;Marketplace;Bank Transfer;2025;7;8;0;2;2;2614,05
O001577;Female;Store;Bank Transfer;2021;1;15;0,0375;4;2;3450,2
O001578;Male;Call Center;Card;2021;9;19;0,0875;4;4;9998,54
O001579;Male;Call Center;COD;2023;7;18;0,07;5;4;7710,56
O001580;Female;Web;Cash;2022;6;17;0,08;5;3;6376,21
O001581;Male;Store;Cash;2023;12;2;0,2;1;1;227,54
O001582;Female;Web;Card;2023;4;8;0,15;2;2;2073,61
O001583;Unknown;Mobile App;Wallet;2023;9;2;0;1;1;704,18
O001584;Female;Call Center;COD;2022;7;8;0,1;3;3;2534,75
O001585;Male;Mobile App;Card;2025;1;15;0,0375;4;4;10195,82
O001586;Unknown;Mobile App;Bank Transfer;2022;10;4;0,05;1;1;1047,51
O001587;Male;Web;Bank Transfer;2024;11;5;0;2;2;2576,69
O001588;Female;Mobile App;COD;2024;3;9;0,166666666666667;3;2;1589,49
O001589;Male;Store;Wallet;2021;11;7;0;2;1;1976,57
O001590;Female;Call Center;Wallet;2021;9;6;0,05;1;1;1780,17
O001591;Male;Mobile App;Wallet;2024;3;22;0,05;4;3;8310,69
O001592;Female;Store;Bank Transfer;2025;4;14;0,0625;4;4;3101,77
O001593;Unknown;Mobile App;COD;2023;3;5;0;1;1;1956,5
O001594;Female;Mobile App;Wallet;2021;8;3;0,2;1;1;591,55
O001595;Female;Web;Card;2025;9;6;0,125;2;2;3675,41
O001596;Unknown;Store;Cash;2025;11;4;0,2;1;1;593,86
O001597;Unknown;Marketplace;Card;2021;3;14;0,0666666666666667;3;3;3061,64
O001598;Male;Web;Wallet;2022;4;3;0,1;2;1;1676,91
O001599;Male;Web;Card;2023;9;13;0,05;5;4;7293,66
O001600;Male;Web;COD;2024;10;14;0,05;3;2;3095,55
O001601;Female;Marketplace;Bank Transfer;2021;4;18;0,07;5;3;5767,51
O001602;Unknown;Store;COD;2025;3;2;0,05;1;1;1051,9
O001603;Male;Mobile App;Bank Transfer;2022;4;5;0;1;1;1384,15
O001604;Female;Call Center;Wallet;2021;12;9;0,05;4;4;3639,69
O001605;Female;Mobile App;Bank Transfer;2024;5;16;0,06;5;4;5617,76
O001606;Male;Web;Wallet;2022;5;12;0,07;5;5;5625,32
O001607;Unknown;Mobile App;COD;2024;4;25;0,09;5;4;8689,3
O001608;Male;Store;Bank Transfer;2021;7;3;0,2;1;1;1490,62
O001609;Unknown;Call Center;Bank Transfer;2024;10;4;0,1;1;1;1457,78
O001610;Unknown;Web;Cash;2025;2;1;0,1;1;1;35,94
O001611;Unknown;Marketplace;Bank Transfer;2023;7;2;0,05;1;1;1409,78
O001612;Male;Store;Cash;2021;5;12;0,0375;4;4;5128,47
O001613;Male;Call Center;Cash;2022;10;4;0,05;1;1;1958,63
O001614;Male;Web;Card;2023;3;9;0,05;2;2;3600,1
O001615;Unknown;Store;Card;2024;4;8;0,025;2;1;239,55
O001616;Female;Marketplace;Bank Transfer;2023;10;15;0,0625;4;3;4312,41
O001617;Male;Mobile App;Cash;2022;5;17;0,06;5;3;6995,43
O001618;Unknown;Store;Bank Transfer;2023;8;5;0,05;1;1;898,27
O001619;Male;Web;Card;2023;9;2;0,2;1;1;475,26
O001620;Female;Mobile App;Card;2021;7;22;0,1;4;4;8682,51
O001621;Male;Marketplace;Cash;2024;5;12;0,025;4;3;3706,39
O001622;Female;Call Center;COD;2025;6;6;0,0166666666666667;3;3;3793,15
O001623;Unknown;Store;COD;2021;10;5;0,05;1;1;1455,59
O001624;Male;Web;Cash;2023;3;6;0;1;1;3426
O001625;Male;Store;COD;2024;9;3;0,1;1;1;1015,31
O001626;Female;Web;Cash;2021;12;9;0,15;2;2;4491,06
O001627;Female;Marketplace;COD;2024;2;13;0,14;5;4;4863,41
O001628;Unknown;Web;Bank Transfer;2024;12;2;0,1;1;1;1338,82
O001629;Female;Store;COD;2025;10;4;0,1;2;2;1206,54
O001630;Male;Store;Bank Transfer;2023;11;9;0,125;2;2;2353,76
O001631;Male;Web;Cash;2022;10;16;0,0125;4;3;8811,07
O001632;Female;Mobile App;Card;2025;9;9;0;2;2;4505,05
O001633;Male;Web;Cash;2023;1;8;0,0833333333333333;3;3;2073,7
O001634;Male;Marketplace;COD;2024;3;10;0;2;2;3185,88
O001635;Male;Store;Wallet;2024;11;15;0,133333333333333;3;3;4817,56
O001636;Unknown;Mobile App;Bank Transfer;2021;10;10;0,05;3;3;2276,64
O001637;Male;Mobile App;Bank Transfer;2021;5;17;0,0375;4;4;9114,57
O001638;Unknown;Call Center;Bank Transfer;2022;5;8;0,1;3;3;2050,46
O001639;Female;Store;Bank Transfer;2022;1;4;0,05;1;1;1856,03
O001640;Unknown;Mobile App;Wallet;2023;1;4;0,05;1;1;2484,21
O001641;Female;Web;Bank Transfer;2024;7;12;0,0333333333333333;3;3;5493,82
O001642;Female;Mobile App;COD;2022;5;10;0,025;2;2;3906,53
O001643;Female;Marketplace;COD;2025;3;19;0,05;5;3;5208,21
O001644;Male;Call Center;Wallet;2025;3;7;0,0875;4;4;2099,12
O001645;Female;Call Center;Bank Transfer;2022;9;2;0,05;1;1;1053,51
O001646;Female;Call Center;Wallet;2021;8;19;0,0875;4;3;8210,21
O001647;Female;Call Center;COD;2025;10;11;0,025;4;3;2984,36
O001648;Female;Call Center;Cash;2021;9;14;0,0833333333333333;3;3;3561,93
O001649;Male;Call Center;Card;2022;3;26;0,12;5;3;12730,07
O001650;Male;Web;Wallet;2025;6;17;0,04;5;5;8279,61
O001651;Female;Mobile App;COD;2021;8;6;0,1;1;1;3144,26
O001652;Female;Store;Bank Transfer;2023;3;9;0;2;1;5356,73
O001653;Male;Web;Card;2022;9;15;0,09;5;4;5615,35
O001654;Male;Marketplace;Cash;2024;8;2;0;1;1;1472,08
O001655;Male;Call Center;COD;2023;6;10;0,05;2;2;5235,64
O001656;Unknown;Web;Card;2025;1;6;0,05;2;2;1842,15
O001657;Female;Mobile App;Wallet;2021;4;16;0,166666666666667;3;3;3346,7
O001658;Male;Store;COD;2025;10;17;0,025;4;4;8303,46
O001659;Unknown;Call Center;Cash;2021;7;1;0,1;1;1;79,22
O001660;Male;Call Center;Cash;2022;5;8;0,0833333333333333;3;2;2513,19
O001661;Unknown;Marketplace;Wallet;2025;1;6;0;1;1;1942,2
O001662;Female;Call Center;Cash;2023;7;11;0,05;2;2;5142,51
O001663;Male;Call Center;Wallet;2024;3;7;0,075;2;2;3546,79
O001664;Female;Mobile App;Wallet;2025;10;8;0,06;5;4;1709,2
O001665;Female;Marketplace;Card;2023;9;13;0,0375;4;4;6890,88
O001666;Female;Call Center;Cash;2025;3;13;0,0125;4;3;5523,9
O001667;Female;Call Center;Cash;2021;6;14;0,06;5;4;4456,31
O001668;Female;Store;COD;2021;5;17;0,05;4;2;6377,64
O001669;Female;Marketplace;Bank Transfer;2021;4;10;0,05;2;2;1784,03
O001670;Unknown;Store;Wallet;2022;10;6;0,2;1;1;1055,95
O001671;Female;Mobile App;COD;2023;5;4;0,1;1;1;2811,24
O001672;Male;Mobile App;Bank Transfer;2024;8;2;0,1;1;1;723,82
O001673;Unknown;Mobile App;Card;2023;5;20;0,07;5;4;4621,45
O001674;Female;Marketplace;Bank Transfer;2021;7;11;0,0625;3;3;4240,85
O001675;Female;Store;Cash;2023;6;14;0,05;4;3;8499,83
O001676;Male;Marketplace;Cash;2023;1;6;0,1125;4;3;1396,03
O001677;Unknown;Web;Bank Transfer;2023;11;18;0,133333333333333;3;2;10426,01
O001678;Female;Call Center;COD;2022;8;4;0;1;1;2738,44
O001679;Female;Mobile App;Wallet;2023;5;1;0,2;1;1;397,9
O001680;Unknown;Store;Card;2024;1;17;0,04;5;4;5367,16
O001681;Female;Marketplace;Bank Transfer;2025;6;5;0;1;1;3274,35
O001682;Female;Mobile App;Card;2025;3;6;0,05;1;1;4020,27
O001683;Male;Marketplace;Wallet;2025;5;13;0,09;5;4;6227,55
O001684;Male;Web;Card;2022;2;2;0,1;1;1;141,5
O001685;Male;Web;Bank Transfer;2022;12;10;0,15;3;3;4396,96
O001686;Female;Marketplace;Card;2023;12;2;0;1;1;648,8
O001687;Male;Marketplace;Cash;2021;1;10;0,0833333333333333;3;3;3596,57
O001688;Male;Call Center;COD;2021;3;2;0,1;1;1;401,9
O001689;Female;Store;Wallet;2024;3;12;0,125;4;3;4663,92
O001690;Female;Marketplace;COD;2025;12;13;0,09;5;4;5643
O001691;Male;Mobile App;COD;2021;11;5;0;1;1;1357,4
O001692;Female;Mobile App;Cash;2025;12;15;0,1;3;2;5712,14
O001693;Female;Call Center;Bank Transfer;2023;5;16;0,0666666666666667;3;2;6559,04
O001694;Female;Marketplace;Bank Transfer;2023;7;6;0,1;1;1;1669,57
O001695;Male;Mobile App;COD;2025;9;9;0;3;3;5063,9
O001696;Unknown;Mobile App;Wallet;2021;7;1;0,05;1;1;473,28
O001697;Female;Mobile App;COD;2023;11;11;0,166666666666667;3;3;4949,77
O001698;Unknown;Mobile App;Wallet;2021;7;16;0,05;5;4;6806,16
O001699;Female;Web;Bank Transfer;2021;6;11;0,0666666666666667;3;3;7759,36
O001700;Male;Web;COD;2021;4;10;0,1;4;4;4981,62
O001701;Male;Store;Wallet;2025;1;16;0,0625;4;3;8394,13
O001702;Unknown;Call Center;Cash;2021;11;17;0,075;4;3;5745,77
O001703;Female;Web;Cash;2023;4;18;0,07;5;4;7003,18
O001704;Unknown;Mobile App;COD;2021;11;14;0,133333333333333;3;3;2005,4
O001705;Female;Call Center;COD;2025;7;20;0,0375;4;4;7965,06
O001706;Male;Mobile App;Cash;2024;11;16;0,1125;4;3;7077,3
O001707;Male;Mobile App;Cash;2024;2;8;0,05;3;3;1766,52
O001708;Unknown;Mobile App;Bank Transfer;2021;1;7;0,0333333333333333;3;3;2462,61
O001709;Unknown;Marketplace;Cash;2024;11;22;0,11;5;3;9183,46
O001710;Female;Store;Bank Transfer;2024;7;13;0,1;3;3;4791,24
O001711;Male;Web;Wallet;2023;2;7;0,0833333333333333;3;3;2193,32
O001712;Female;Mobile App;Cash;2023;10;10;0,025;2;2;4326,75
O001713;Male;Web;COD;2023;7;12;0,1;3;2;5656,21
O001714;Female;Web;Cash;2024;8;9;0,05;2;2;5128,37
O001715;Female;Store;Bank Transfer;2023;2;17;0,1;4;3;5369,33
O001716;Male;Call Center;Wallet;2025;11;16;0,0375;4;4;3363,76
O001717;Female;Store;Cash;2022;10;9;0,05;2;2;4470,85
O001718;Male;Marketplace;Bank Transfer;2022;5;18;0,116666666666667;3;3;7259,21
O001719;Female;Call Center;COD;2025;4;4;0;1;1;1693,68
O001720;Unknown;Web;COD;2025;6;3;0,05;1;1;2010,13
O001721;Female;Store;Wallet;2024;11;2;0,1;1;1;866,83
O001722;Male;Call Center;Card;2023;1;13;0,0625;4;3;3345,31
O001723;Unknown;Web;Wallet;2025;12;8;0,0166666666666667;3;3;3364,55
O001724;Female;Web;Bank Transfer;2021;11;7;0,05;4;3;4332,31
O001725;Female;Call Center;Wallet;2023;6;21;0,01;5;4;11224,96
O001726;Female;Marketplace;Wallet;2023;7;16;0,05;4;3;10088,63
O001727;Female;Web;Bank Transfer;2021;2;10;0,0833333333333333;3;3;4710,95
O001728;Female;Call Center;COD;2024;8;6;0,075;2;2;1435,6
O001729;Male;Marketplace;COD;2025;12;14;0,07;5;3;6062,08
O001730;Unknown;Web;Cash;2024;6;6;0,2;2;2;3218,34
O001731;Male;Mobile App;Bank Transfer;2025;9;14;0,0375;4;4;6939,55
O001732;Male;Mobile App;COD;2024;10;2;0;2;2;483,01
O001733;Female;Marketplace;COD;2024;4;11;0,1;4;3;3504,52
O001734;Unknown;Web;Bank Transfer;2025;10;18;0,05;4;4;9175,54
O001735;Male;Web;Bank Transfer;2022;6;6;0,0833333333333333;3;3;2060,07
O001736;Unknown;Call Center;Cash;2021;11;11;0,0166666666666667;3;3;4868,84
O001737;Female;Call Center;Bank Transfer;2025;6;7;0,116666666666667;3;3;1530,47
O001738;Unknown;Web;Card;2023;11;17;0,0625;4;2;7878,14
O001739;Unknown;Store;Bank Transfer;2024;12;6;0,025;2;2;4429,51
O001740;Unknown;Marketplace;COD;2025;3;17;0,1125;4;4;3962,74
O001741;Male;Marketplace;Cash;2024;2;13;0,0375;4;4;3349,06
O001742;Female;Mobile App;Wallet;2025;8;21;0,0625;4;4;6946,86
O001743;Male;Store;Wallet;2024;6;9;0,025;2;2;2223,69
O001744;Female;Mobile App;Cash;2023;2;9;0,133333333333333;3;2;2722,23
O001745;Unknown;Call Center;Card;2021;7;12;0,1125;4;3;4410,44
O001746;Male;Call Center;COD;2023;3;5;0;1;1;3176,3
O001747;Male;Call Center;COD;2025;4;11;0,1;3;3;3769,77
O001748;Female;Web;Cash;2021;3;3;0,05;2;2;1535,63
O001749;Male;Call Center;Wallet;2025;11;7;0;1;1;2286,48
O001750;Female;Store;Card;2024;2;5;0;1;1;3323,55
O001751;Female;Marketplace;Wallet;2021;11;22;0,04;5;5;6411,86
O001752;Male;Mobile App;Wallet;2021;11;8;0,025;2;1;2659,91
O001753;Male;Mobile App;COD;2021;5;8;0,0333333333333333;3;3;2570
O001754;Male;Store;Cash;2023;9;14;0,12;5;3;3431,41
O001755;Male;Web;Bank Transfer;2021;7;4;0,05;1;1;1708,21
O001756;Unknown;Web;Cash;2023;3;2;0,15;2;2;91,07
O001757;Female;Mobile App;COD;2025;10;15;0,025;4;3;5385,26
O001758;Male;Marketplace;Card;2022;12;5;0,1;1;1;3020,8
O001759;Female;Call Center;COD;2022;4;17;0,03;5;4;4983,06
O001760;Male;Mobile App;Bank Transfer;2022;8;5;0;1;1;1837,15
O001761;Unknown;Mobile App;Cash;2022;6;11;0,025;4;3;6004,67
O001762;Male;Marketplace;Cash;2024;1;10;0,025;2;1;3807,99
O001763;Unknown;Call Center;Wallet;2022;9;12;0,05;4;3;5005,62
O001764;Female;Mobile App;COD;2023;2;8;0,15;3;3;3312,98
O001765;Female;Mobile App;COD;2023;3;8;0,1;2;2;4561,45
O001766;Unknown;Marketplace;COD;2025;10;3;0;1;1;1940,31
O001767;Female;Mobile App;Cash;2024;2;6;0;1;1;1873,86
O001768;Unknown;Mobile App;Bank Transfer;2021;3;15;0,075;4;3;7675,34
O001769;Unknown;Marketplace;Cash;2024;5;11;0,0875;4;4;5503,57
O001770;Female;Store;Bank Transfer;2022;9;16;0,1;4;3;6119,08
O001771;Female;Call Center;Bank Transfer;2025;3;3;0;1;1;424,23
O001772;Male;Web;Card;2025;3;8;0,1;2;2;2272,42
O001773;Unknown;Mobile App;Card;2025;8;15;0,0625;4;3;4984,95
O001774;Female;Store;Card;2023;8;12;0,0666666666666667;3;3;5154,48
O001775;Female;Call Center;Cash;2022;2;5;0;1;1;3423,05
O001776;Female;Marketplace;COD;2025;12;21;0,04;5;3;9032,81
O001777;Male;Call Center;Bank Transfer;2022;2;3;0;1;1;240,93
O001778;Unknown;Call Center;Bank Transfer;2021;6;11;0,0625;4;4;4620,1
O001779;Male;Store;Cash;2022;5;12;0,2;2;2;3986,11
O001780;Female;Marketplace;Cash;2025;1;14;0,0375;4;3;4446,76
O001781;Male;Call Center;Cash;2022;4;6;0;1;1;2302,26
O001782;Female;Store;Card;2025;12;11;0,1;3;2;5549,2
O001783;Male;Call Center;Card;2023;4;19;0,1;4;2;8020,37
O001784;Female;Call Center;Bank Transfer;2024;10;13;0,1;3;3;4072,29
O001785;Male;Mobile App;Wallet;2023;6;5;0,05;2;2;1703,04
O001786;Male;Web;Card;2025;7;2;0,1;1;1;605,21
O001787;Unknown;Call Center;Wallet;2022;9;14;0,1;4;4;4575,65
O001788;Male;Web;Bank Transfer;2024;10;5;0,025;2;2;2816,58
O001789;Male;Web;Bank Transfer;2022;3;3;0,1;1;1;944,33
O001790;Male;Call Center;Bank Transfer;2021;1;5;0,05;2;2;3246,76
O001791;Female;Mobile App;Wallet;2023;11;12;0,0166666666666667;3;3;4277,29
O001792;Female;Marketplace;Cash;2025;11;16;0,0625;4;3;3564,47
O001793;Female;Call Center;COD;2022;9;6;0,1;2;2;3047,52
O001794;Female;Store;Cash;2022;8;14;0,125;4;4;5186,66
O001795;Female;Marketplace;Wallet;2022;12;1;0;1;1;263,49
O001796;Female;Web;Bank Transfer;2025;7;14;0,0875;4;4;7095,94
O001797;Unknown;Mobile App;COD;2024;8;17;0,12;5;5;3991,6
O001798;Male;Mobile App;Card;2024;2;3;0,05;1;1;1732,2
O001799;Female;Mobile App;COD;2023;12;11;0,05;3;2;7297,63
O001800;Male;Web;Card;2023;2;17;0,09;5;3;4080,83
O001801;Female;Call Center;COD;2022;10;4;0,1;1;1;1534,21
O001802;Male;Marketplace;COD;2025;6;16;0,0875;4;3;7083,09
O001803;Female;Mobile App;Cash;2022;4;7;0,1;3;2;1387,09
O001804;Female;Web;Cash;2022;6;12;0,0666666666666667;3;3;6019,56
O001805;Female;Web;Bank Transfer;2025;1;3;0,1;1;1;1998,92
O001806;Female;Web;Cash;2025;9;8;0,075;2;2;4231,28
O001807;Female;Call Center;Wallet;2023;7;8;0,1;3;3;3752,11
O001808;Male;Web;COD;2023;1;6;0;1;1;1946,4
O001809;Male;Web;Wallet;2023;7;19;0,02;5;5;8490,88
O001810;Female;Store;Bank Transfer;2025;7;13;0,0875;4;3;3502,9
O001811;Male;Store;Wallet;2024;3;5;0;1;1;1452,8
O001812;Unknown;Call Center;Wallet;2025;4;23;0,07;5;3;8536,08
O001813;Female;Marketplace;Bank Transfer;2024;11;18;0,08;5;4;5166,48
O001814;Male;Web;COD;2024;1;12;0,166666666666667;3;2;6174,22
O001815;Male;Marketplace;Wallet;2023;9;21;0,09;5;5;9473,84
O001816;Female;Store;Card;2021;11;5;0,2;1;1;2214,52
O001817;Female;Call Center;Bank Transfer;2021;4;14;0,0875;4;3;4950,88
O001818;Female;Marketplace;Cash;2024;7;4;0,15;2;2;918,67
O001819;Male;Store;COD;2021;9;16;0,02;5;4;5860,28
O001820;Male;Store;Card;2021;11;7;0,0833333333333333;3;2;3738,46
O001821;Female;Mobile App;COD;2023;2;9;0,1;2;2;4424,44
O001822;Male;Marketplace;COD;2023;8;12;0,133333333333333;3;3;4978,39
O001823;Male;Call Center;COD;2023;3;1;0,2;1;1;271,52
O001824;Female;Marketplace;Cash;2023;12;6;0,1;2;2;1223,5
O001825;Male;Call Center;Card;2021;2;12;0,0166666666666667;3;3;3857,33
O001826;Male;Store;Bank Transfer;2023;11;19;0,06;5;5;7733,82
O001827;Unknown;Call Center;Wallet;2024;10;5;0;1;1;2808,9
O001828;Female;Store;Wallet;2023;1;1;0,1;1;1;575,1
O001829;Male;Call Center;Wallet;2021;7;7;0,025;2;2;3389,35
O001830;Female;Mobile App;Cash;2024;10;7;0;2;2;2436,29
O001831;Male;Store;Bank Transfer;2022;12;3;0,1;1;1;1300,4
O001832;Unknown;Marketplace;Cash;2023;1;2;0,2;1;1;166,05
O001833;Male;Call Center;Wallet;2022;10;9;0,0666666666666667;3;3;4663,71
O001834;Male;Web;Card;2023;6;15;0,05;4;4;4567,43
O001835;Male;Marketplace;Cash;2025;2;6;0;1;1;1588,08
O001836;Male;Call Center;Cash;2023;2;9;0,05;2;2;3190,9
O001837;Female;Call Center;Card;2022;6;16;0,0125;4;4;6982,1
O001838;Male;Mobile App;Wallet;2021;3;16;0,07;5;4;4186,18
O001839;Male;Marketplace;Cash;2022;7;11;0,0833333333333333;3;2;3938,85
O001840;Male;Store;Cash;2022;9;6;0,1;1;1;3059,96
O001841;Unknown;Marketplace;COD;2025;7;16;0,0625;4;4;4194,13
O001842;Male;Mobile App;COD;2024;10;5;0,2;1;1;2214,52
O001843;Female;Marketplace;Wallet;2025;8;16;0,03;5;5;5582,9
O001844;Female;Marketplace;Card;2021;3;10;0,11;5;4;4126,19
O001845;Female;Store;Bank Transfer;2021;1;10;0,15;2;2;2673,14
O001846;Male;Store;COD;2024;3;10;0,12;5;5;2365,95
O001847;Unknown;Mobile App;Card;2024;6;14;0,0666666666666667;3;3;4122,42
O001848;Male;Store;Cash;2024;9;10;0,1;2;2;4110,41
O001849;Male;Web;Cash;2024;3;3;0,05;1;1;2010,13
O001850;Unknown;Mobile App;COD;2023;11;2;0,1;1;1;1263,83
O001851;Female;Web;Bank Transfer;2025;12;5;0,1;1;1;2752,02
O001852;Male;Web;COD;2024;8;12;0,09;5;4;4793,5
O001853;Female;Mobile App;Bank Transfer;2021;1;12;0,0833333333333333;3;2;4307,08
O001854;Male;Store;Cash;2023;3;22;0,05;5;4;5341,46
O001855;Unknown;Call Center;Bank Transfer;2022;10;8;0,1;2;2;2128,07
O001856;Unknown;Call Center;Wallet;2024;2;17;0,03;5;5;5942,1
O001857;Male;Call Center;Wallet;2022;4;16;0,05;4;3;6174,74
O001858;Female;Store;Card;2024;8;12;0,1;3;3;3891,8
O001859;Male;Marketplace;Wallet;2022;8;6;0,1;1;1;2485,73
O001860;Male;Mobile App;Wallet;2023;2;15;0,075;4;4;8214,21
O001861;Female;Call Center;Cash;2025;4;20;0,0375;4;2;7616,58
O001862;Male;Mobile App;Wallet;2024;8;13;0,1125;4;4;4913,82
O001863;Male;Call Center;Cash;2024;8;5;0;1;1;597,4
O001864;Female;Web;Bank Transfer;2022;11;11;0,0666666666666667;3;2;5237,89
O001865;Male;Marketplace;Wallet;2024;5;11;0;3;2;3467,7
O001866;Unknown;Web;Card;2022;7;9;0,025;2;2;1803,63
O001867;Female;Store;Bank Transfer;2022;9;2;0;1;1;37,62
O001868;Female;Web;COD;2024;1;11;0,025;4;3;5209,91
O001869;Female;Marketplace;COD;2024;9;15;0,0625;4;4;9423,93
O001870;Male;Web;Card;2024;2;3;0,05;1;1;1207,46
O001871;Unknown;Call Center;COD;2023;12;8;0,0666666666666667;3;2;3153,57
O001872;Unknown;Marketplace;Cash;2024;1;4;0,0166666666666667;3;3;1966
O001873;Female;Web;Card;2025;9;5;0;2;2;2438,36
O001874;Unknown;Web;Card;2022;7;13;0;3;2;3071,95
O001875;Male;Marketplace;Cash;2022;11;23;0,09;5;4;10307,03
O001876;Female;Store;Card;2022;3;9;0,075;4;4;3801,6
O001877;Female;Marketplace;COD;2023;5;18;0;4;4;4506,85
O001878;Male;Mobile App;Cash;2022;2;5;0,05;1;1;747,03
O001879;Male;Mobile App;Card;2021;6;23;0,0625;4;2;10852,72
O001880;Unknown;Marketplace;Cash;2022;2;21;0,11;5;4;7904,31
O001881;Male;Web;Card;2021;9;22;0,12;5;3;6162,52
O001882;Male;Store;Bank Transfer;2025;11;2;0,05;1;1;316,37
